Work,2024-10-29 14:05:00,1.0006944444444444
Break,2024-10-29 14:06:30,1.0002777777777778
Work,2024-11-08 11:22:10,20.0006944444444444
Break,2024-11-08 11:23:30,5.0008333333333333
Work,2024-11-16 09:15:00,25.0020833333333333
Break,2024-11-16 09:16:10,1.0013688888888888
Work,2024-11-16 17:45:00,1.0013888888888888
Break,2024-11-16 17:46:20,10.0008333333333333
Work,2024-11-18 22:43:55,1.0010794166666668
Work,2024-11-18 22:45:22,1.00169405
Work,2024-11-19 08:30:10,1.00494535
Work,2024-11-19 08:33:02,1.00096775
Break,2024-11-19 08:34:08,1.0013668833333333
Work,2024-11-20 00:46:10,2.00203715
Work,2024-11-20 00:48:30,2.0020300333333334
